tripdurationseconds,tripdurationminutes,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
1837,31,9/3/18 0:09,9/3/18 0:40,508,W 46 St & 11 Ave,40.76341379,-73.99667444,504,1 Ave & E 16 St,40.73221853,-73.98165557,34252,Subscriber,1994,Male
612,10,9/3/18 0:09,9/3/18 0:20,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,393,E 5 St & Avenue C,40.72299208,-73.97995466,21529,Subscriber,1991,Male
1928,32,9/3/18 0:09,9/3/18 0:42,195,Liberty St & Broadway,40.70905623,-74.01043382,312,Allen St & Stanton St,40.722055,-73.989111,21424,Customer,1969,Unknown
645,11,9/3/18 0:09,9/3/18 0:20,3536,W 116 St & Broadway,40.8082,-73.9641,3314,W 95 St & Broadway,40.7937704,-73.971888,29859,Customer,1993,Male
1243,21,9/3/18 0:09,9/3/18 0:30,3109,Banker St & Meserole Ave,40.72606,-73.95621,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,33974,Subscriber,1983,Male
210,4,9/3/18 0:09,9/3/18 0:13,3290,E 89 St & York Ave,40.7779453,-73.946041,3150,E 85 St & York Ave,40.77536905,-73.94803392,25327,Subscriber,1977,Male
725,12,9/3/18 0:09,9/3/18 0:22,3474,6 Ave & Spring St,40.7252557,-74.00412083,509,9 Ave & W 22 St,40.7454973,-74.00197139,27373,Subscriber,1977,Male
191,3,9/3/18 0:10,9/3/18 0:13,301,E 2 St & Avenue B,40.72217444,-73.98368779,432,E 7 St & Avenue A,40.72621788,-73.98379855,27247,Subscriber,1976,Male
295,5,9/4/18 23:43,9/4/18 23:48,3110,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,3449,Eckford St & Engert Ave,40.72146256,-73.94800901,24841,Subscriber,1984,Male
189,3,9/4/18 23:43,9/4/18 23:46,3116,Huron St & Franklin St,40.73266,-73.95826,3109,Banker St & Meserole Ave,40.72606,-73.95621,31313,Subscriber,1977,Male
1036,17,9/4/18 23:43,9/5/18 0:00,326,E 11 St & 1 Ave,40.72953837,-73.98426726,456,E 53 St & Madison Ave,40.7597108,-73.97402311,28684,Subscriber,1989,Male
161,3,9/4/18 23:43,9/4/18 23:46,3108,Nassau Ave & Russell St,40.72557,-73.94434,3107,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,19508,Subscriber,1983,Male
1407,23,9/4/18 23:43,9/5/18 0:07,3410,Dean St & Hoyt St,40.6864442,-73.98759104,3046,Marcus Garvey Blvd & Macon St,40.682601,-73.938037,31658,Subscriber,1984,Male
790,13,9/4/18 23:43,9/4/18 23:56,445,E 10 St & Avenue A,40.72740794,-73.98142006,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,17074,Subscriber,1997,Male
1344,22,9/4/18 23:43,9/5/18 0:06,298,3 Ave & Schermerhorn St,40.68683208,-73.9796772,3319,14 St & 5 Ave,40.666287,-73.98895053,34086,Customer,1969,Unknown
669,11,9/4/18 23:43,9/4/18 23:54,3108,Nassau Ave & Russell St,40.72557,-73.94434,3076,Scholes St & Manhattan Ave,40.70870368,-73.9448625,31535,Subscriber,1984,Male
955,16,9/4/18 23:43,9/4/18 23:59,473,Rivington St & Chrystie St,40.72110063,-73.9919254,3081,Graham Ave & Grand St,40.711863,-73.944024,34768,Subscriber,1985,Male
161,3,9/4/18 23:43,9/4/18 23:46,3649,W 129 St & Convent Ave,40.81439444,-73.95324737,3508,St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,33820,Subscriber,1993,Male
1871,31,9/4/18 23:44,9/5/18 0:15,297,E 15 St & 3 Ave,40.734232,-73.986923,3377,Carroll St & Bond St,40.6786115,-73.99037292,27808,Subscriber,1987,Unknown
853,14,9/4/18 23:44,9/4/18 23:58,507,E 25 St & 2 Ave,40.73912601,-73.97973776,349,Rivington St & Ridge St,40.71850211,-73.98329859,32946,Subscriber,1991,Male
1661,28,9/4/18 23:44,9/5/18 0:12,3379,E 103 St & Lexington Ave,40.7903051,-73.94755757,3695,E 5 St & 2 Ave,40.72686952,-73.98919031,33351,Subscriber,1993,Male
683,11,9/4/18 23:44,9/4/18 23:55,298,3 Ave & Schermerhorn St,40.68683208,-73.9796772,3361,Carroll St & 6 Ave,40.6740886,-73.9787282,34175,Customer,1969,Unknown
242,4,9/4/18 23:45,9/4/18 23:49,426,West St & Chambers St,40.71754834,-74.01322069,3002,South End Ave & Liberty St,40.711512,-74.015756,33370,Subscriber,1999,Female
2222,37,9/4/18 23:45,9/5/18 0:22,3495,E 114 St & 1 Ave,40.7945663,-73.9362541,3495,E 114 St & 1 Ave,40.7945663,-73.9362541,28367,Subscriber,1995,Male
428,7,9/4/18 23:45,9/4/18 23:52,3318,2 Ave & E 96 St,40.7839636,-73.9471673,3147,E 85 St & 3 Ave,40.77801203,-73.95407149,30026,Subscriber,1984,Female
591,10,9/4/18 23:45,9/4/18 23:55,173,Broadway & W 49 St,40.76068327,-73.98452729,3687,E 33 St & 1 Ave,40.74322681,-73.97449784,31580,Subscriber,1995,Male
471,8,9/4/18 23:45,9/4/18 23:53,241,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,3329,Degraw St & Smith St,40.6829151,-73.99318208,28397,Subscriber,1984,Female
404,7,9/4/18 23:45,9/4/18 23:52,3318,2 Ave & E 96 St,40.7839636,-73.9471673,3147,E 85 St & 3 Ave,40.77801203,-73.95407149,30130,Subscriber,1974,Male
540,9,9/4/18 23:45,9/4/18 23:54,3490,E 116 St & 2 Ave,40.796879,-73.937261,3312,1 Ave & E 94 St,40.7817212,-73.94594,27147,Subscriber,1967,Male
840,14,9/4/18 23:45,9/4/18 23:59,545,E 23 St & 1 Ave,40.736502,-73.97809472,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,17229,Subscriber,1961,Female
358,6,9/4/18 23:46,9/4/18 23:52,468,Broadway & W 56 St,40.7652654,-73.98192338,3699,W 50 St & 9 Ave,40.76360468,-73.98917958,21361,Subscriber,1982,Male
7652,128,9/4/18 23:46,9/5/18 1:54,495,W 47 St & 10 Ave,40.76269882,-73.99301222,322,Clinton St & Tillary St,40.696192,-73.991218,25661,Customer,1969,Unknown
276,5,9/4/18 23:46,9/4/18 23:51,454,E 51 St & 1 Ave,40.75455731,-73.96592976,2022,E 60 St & York Ave,40.759107,-73.959223,33912,Subscriber,1967,Male
379,6,9/4/18 23:46,9/4/18 23:52,3263,Cooper Square & Astor Pl,40.72951496,-73.9907527,3435,Grand St & Elizabeth St,40.718822,-73.99596,33916,Subscriber,1980,Male
171,3,9/4/18 23:46,9/4/18 23:49,3405,5 St & 6 Ave,40.6704836,-73.98208968,3403,4 Ave & 9 St,40.6705135,-73.98876585,27255,Subscriber,1990,Male
790,13,9/4/18 23:46,9/4/18 23:59,389,Broadway & Berry St,40.71044554,-73.96525063,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,31108,Subscriber,1989,Female
1582,26,9/4/18 23:46,9/5/18 0:13,532,S 5 Pl & S 5 St,40.710451,-73.960876,532,S 5 Pl & S 5 St,40.710451,-73.960876,29742,Customer,1969,Unknown
263,4,9/4/18 23:46,9/4/18 23:51,462,W 22 St & 10 Ave,40.74691959,-74.00451887,334,W 20 St & 7 Ave,40.74238787,-73.99726235,33865,Subscriber,1991,Male
297,5,9/4/18 23:46,9/4/18 23:51,491,E 24 St & Park Ave S,40.74096374,-73.98602213,285,Broadway & E 14 St,40.73454567,-73.99074142,33856,Subscriber,1980,Male
1711,29,9/4/18 23:46,9/5/18 0:15,403,E 2 St & 2 Ave,40.72502876,-73.99069656,3290,E 89 St & York Ave,40.7779453,-73.946041,26851,Subscriber,1971,Male
279,5,9/4/18 23:46,9/4/18 23:51,403,E 2 St & 2 Ave,40.72502876,-73.99069656,326,E 11 St & 1 Ave,40.72953837,-73.98426726,21096,Subscriber,1968,Male
7587,126,9/4/18 23:47,9/5/18 1:53,495,W 47 St & 10 Ave,40.76269882,-73.99301222,322,Clinton St & Tillary St,40.696192,-73.991218,30328,Customer,1969,Unknown
1098,18,9/4/18 23:47,9/5/18 0:05,3159,W 67 St & Broadway,40.77492513,-73.98266566,423,W 54 St & 9 Ave,40.76584941,-73.98690506,25350,Customer,1985,Male
619,10,9/4/18 23:47,9/4/18 23:57,3572,34 Ave & 38 St,40.756913,-73.921631,3610,Vernon Blvd & 30 Rd,40.770845,-73.934171,31091,Subscriber,1992,Male
1403,23,9/4/18 23:47,9/5/18 0:10,335,Washington Pl & Broadway,40.72903917,-73.99404649,514,12 Ave & W 40 St,40.76087502,-74.00277668,28005,Subscriber,1982,Male
746,12,9/4/18 23:47,9/4/18 23:59,519,Pershing Square North,40.751873,-73.977706,285,Broadway & E 14 St,40.73454567,-73.99074142,27700,Subscriber,1969,Female
241,4,9/4/18 23:47,9/4/18 23:51,354,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,409,DeKalb Ave & Skillman St,40.6906495,-73.95643107,34249,Subscriber,1992,Male
556,9,9/4/18 23:47,9/4/18 23:56,3056,Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,3046,Marcus Garvey Blvd & Macon St,40.682601,-73.938037,26540,Subscriber,1986,Male
1721,29,9/4/18 23:47,9/5/18 0:16,432,E 7 St & Avenue A,40.72621788,-73.98379855,390,Duffield St & Willoughby St,40.69221589,-73.9842844,28883,Customer,1969,Unknown
1152,19,9/4/18 23:47,9/5/18 0:06,3078,Broadway & Roebling St,40.70924826,-73.96063149,3549,Grand Ave & Bergen St,40.678045,-73.962408,32798,Subscriber,1993,Male
719,12,9/4/18 23:47,9/4/18 23:59,382,University Pl & E 14 St,40.73492695,-73.99200509,307,Canal St & Rutgers St,40.71427487,-73.98990025,28890,Subscriber,1991,Female
215,4,9/4/18 23:47,9/4/18 23:51,3417,Baltic St & 5 Ave,40.6795766,-73.97854971,3368,5 Ave & 3 St,40.6728155,-73.98352355,25037,Subscriber,1988,Male
1718,29,9/4/18 23:47,9/5/18 0:16,482,W 15 St & 7 Ave,40.73935542,-73.99931783,467,Dean St & 4 Ave,40.68312489,-73.97895137,27529,Subscriber,1984,Male
1017,17,9/4/18 23:48,9/5/18 0:04,72,W 52 St & 11 Ave,40.76727216,-73.99392888,238,Bank St & Washington St,40.7361967,-74.00859207,18926,Subscriber,1950,Female
1935,32,9/4/18 23:48,9/5/18 0:20,432,E 7 St & Avenue A,40.72621788,-73.98379855,390,Duffield St & Willoughby St,40.69221589,-73.9842844,30667,Customer,1969,Unknown
705,12,9/4/18 23:48,9/4/18 23:59,405,Washington St & Gansevoort St,40.739323,-74.008119,494,W 26 St & 8 Ave,40.74734825,-73.99723551,32953,Subscriber,1961,Male
1025,17,9/4/18 23:48,9/5/18 0:05,3109,Banker St & Meserole Ave,40.72606,-73.95621,3113,Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,34753,Subscriber,1969,Male
1029,17,9/4/18 23:48,9/5/18 0:05,302,Avenue D & E 3 St,40.72082834,-73.97793172,342,Columbia St & Rivington St,40.71739973,-73.98016555,33870,Subscriber,1957,Female
1653,28,9/4/18 23:48,9/5/18 0:16,432,E 7 St & Avenue A,40.72621788,-73.98379855,390,Duffield St & Willoughby St,40.69221589,-73.9842844,21412,Customer,1969,Unknown
100,2,9/4/18 23:48,9/4/18 23:50,545,E 23 St & 1 Ave,40.736502,-73.97809472,507,E 25 St & 2 Ave,40.73912601,-73.97973776,16289,Subscriber,1993,Male
500,8,9/4/18 23:48,9/4/18 23:57,422,W 59 St & 10 Ave,40.770513,-73.988038,495,W 47 St & 10 Ave,40.76269882,-73.99301222,32396,Subscriber,1965,Male
280,5,9/4/18 23:48,9/4/18 23:53,3071,Boerum St & Broadway,40.70538077,-73.94976519,3081,Graham Ave & Grand St,40.711863,-73.944024,34760,Subscriber,1983,Male
279,5,9/4/18 23:48,9/4/18 23:53,3145,E 84 St & Park Ave,40.77862688,-73.95772073,3292,5 Ave & E 93 St,40.7857851,-73.957481,19534,Subscriber,1999,Female
493,8,9/4/18 23:49,9/4/18 23:57,3653,31 St & 35 Ave,40.75820465,-73.9283216,3691,28 Ave & 44 St,40.76408932,-73.91065121,34782,Subscriber,1986,Male
359,6,9/4/18 23:49,9/4/18 23:55,3521,Lenox Ave & W 111 St,40.7987859,-73.9523,3496,1 Ave & E 110 St,40.7923272,-73.9383,33342,Subscriber,1983,Male
950,16,9/4/18 23:49,9/5/18 0:04,3376,E 65 St & 2 Ave,40.76471852,-73.9622207,3425,2 Ave & E 104 St,40.7892105,-73.94370784,32429,Subscriber,1982,Male
1503,25,9/4/18 23:49,9/5/18 0:14,3244,University Pl & E 8 St,40.73143724,-73.99490342,3141,1 Ave & E 68 St,40.76500525,-73.95818491,30212,Subscriber,1994,Male
466,8,9/4/18 23:49,9/4/18 23:56,223,W 13 St & 7 Ave,40.73781509,-73.99994661,433,E 13 St & Avenue A,40.72955361,-73.98057249,33826,Subscriber,1990,Male
337,6,9/4/18 23:49,9/4/18 23:54,326,E 11 St & 1 Ave,40.72953837,-73.98426726,285,Broadway & E 14 St,40.73454567,-73.99074142,25711,Subscriber,1956,Male
316,5,9/4/18 23:49,9/4/18 23:54,399,Lafayette Ave & St James Pl,40.68851534,-73.9647628,372,Franklin Ave & Myrtle Ave,40.69454609,-73.95801365,32420,Subscriber,1989,Male
136,2,9/4/18 23:49,9/4/18 23:51,3357,W 106 St & Amsterdam Ave,40.8008363,-73.96644925,3383,Cathedral Pkwy & Broadway,40.804213,-73.96699104,34006,Subscriber,1993,Male
509,8,9/4/18 23:49,9/4/18 23:57,515,W 43 St & 10 Ave,40.76009437,-73.99461843,515,W 43 St & 10 Ave,40.76009437,-73.99461843,21069,Customer,1994,Female
697,12,9/4/18 23:49,9/5/18 0:01,237,E 11 St & 2 Ave,40.73047309,-73.98672378,408,Market St & Cherry St,40.71076228,-73.99400398,31404,Subscriber,1999,Male
330,6,9/4/18 23:49,9/4/18 23:55,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,237,E 11 St & 2 Ave,40.73047309,-73.98672378,26970,Subscriber,1996,Male
1710,29,9/4/18 23:49,9/5/18 0:17,479,9 Ave & W 45 St,40.76019252,-73.9912551,531,Forsyth St & Broome St,40.71893904,-73.99266288,26957,Subscriber,1977,Male
1834,31,9/4/18 23:49,9/5/18 0:20,432,E 7 St & Avenue A,40.72621788,-73.98379855,390,Duffield St & Willoughby St,40.69221589,-73.9842844,16753,Customer,1969,Unknown
834,14,9/4/18 23:49,9/5/18 0:03,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,525,W 34 St & 11 Ave,40.75594159,-74.0021163,32671,Subscriber,1986,Male
414,7,9/4/18 23:49,9/4/18 23:56,403,E 2 St & 2 Ave,40.72502876,-73.99069656,325,E 19 St & 3 Ave,40.73624527,-73.98473765,31792,Subscriber,1982,Male
683,11,9/4/18 23:50,9/5/18 0:01,394,E 9 St & Avenue C,40.72521311,-73.97768752,223,W 13 St & 7 Ave,40.73781509,-73.99994661,15636,Subscriber,1993,Female
175,3,9/4/18 23:48,9/4/18 23:51,3508,St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,3534,Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,33820,Subscriber,1972,Female
1358,23,9/4/18 23:50,9/5/18 0:13,3150,E 85 St & York Ave,40.77536905,-73.94803392,3150,E 85 St & York Ave,40.77536905,-73.94803392,34225,Subscriber,1948,Female
1320,22,9/4/18 23:50,9/5/18 0:12,3620,11 St & 43 Ave,40.7519071,-73.9479119,3524,19 St & 24 Ave,40.7774552,-73.9225403,27622,Subscriber,1983,Male
815,14,9/4/18 23:50,9/5/18 0:04,470,W 20 St & 8 Ave,40.74345335,-74.00004031,528,2 Ave & E 31 St,40.74290902,-73.97706058,27587,Subscriber,1973,Male
2064,34,9/4/18 23:51,9/5/18 0:25,3142,1 Ave & E 62 St,40.7612274,-73.96094022,307,Canal St & Rutgers St,40.71427487,-73.98990025,32233,Subscriber,1968,Male
606,10,9/4/18 23:51,9/5/18 0:01,394,E 9 St & Avenue C,40.72521311,-73.97768752,223,W 13 St & 7 Ave,40.73781509,-73.99994661,15919,Subscriber,1974,Male
903,15,9/4/18 23:51,9/5/18 0:06,3437,Riverside Dr & W 91 St,40.79313481,-73.97700369,3173,Riverside Blvd & W 67 St,40.77750703,-73.98888588,34068,Subscriber,1990,Male
327,5,9/4/18 23:51,9/4/18 23:56,3540,Morningside Ave & W 123 St,40.81,-73.9551508,3521,Lenox Ave & W 111 St,40.7987859,-73.9523,30879,Subscriber,1985,Male
1417,24,9/4/18 23:51,9/5/18 0:15,3675,3 Ave & E 95 St,40.7845968,-73.94968539,476,E 31 St & 3 Ave,40.74394314,-73.97966069,19053,Customer,1987,Male
1063,18,9/4/18 23:51,9/5/18 0:09,3177,W 84 St & Broadway,40.7867947,-73.977112,3357,W 106 St & Amsterdam Ave,40.8008363,-73.96644925,32216,Customer,1969,Unknown
366,6,9/4/18 23:51,9/4/18 23:57,458,11 Ave & W 27 St,40.751396,-74.005226,3659,W 17 St & 9 Ave,40.74294892,-74.00413692,20944,Subscriber,1985,Male
1294,22,9/4/18 23:51,9/5/18 0:13,3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,422,W 59 St & 10 Ave,40.770513,-73.988038,34303,Subscriber,1979,Male
750,13,9/4/18 23:51,9/5/18 0:04,3528,Steinway St & 23 Ave,40.7713937,-73.9077436,3654,31 St & Northern Blvd,40.75186951,-73.9334929,28953,Subscriber,1991,Male
448,7,9/4/18 23:52,9/4/18 23:59,285,Broadway & E 14 St,40.73454567,-73.99074142,473,Rivington St & Chrystie St,40.72110063,-73.9919254,33856,Subscriber,1989,Male
2224,37,9/4/18 23:52,9/5/18 0:29,382,University Pl & E 14 St,40.73492695,-73.99200509,328,Watts St & Greenwich St,40.72405549,-74.00965965,31306,Customer,1993,Male
1166,19,9/4/18 23:52,9/5/18 0:11,3158,W 63 St & Broadway,40.77163851,-73.98261428,3312,1 Ave & E 94 St,40.7817212,-73.94594,18129,Customer,1989,Female
1298,22,9/4/18 23:52,9/5/18 0:13,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,412,Forsyth St & Canal St,40.7158155,-73.99422366,26988,Subscriber,1992,Female
859,14,9/4/18 23:52,9/5/18 0:06,3350,W 100 St & Broadway,40.7973721,-73.97041192,3536,W 116 St & Broadway,40.8082,-73.9641,33556,Customer,1963,Female
2020,34,9/4/18 23:52,9/5/18 0:25,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,3177,W 84 St & Broadway,40.7867947,-73.977112,19307,Subscriber,1988,Male
284,5,9/4/18 23:52,9/4/18 23:56,3427,Lafayette St & Jersey St,40.72430527,-73.99600983,473,Rivington St & Chrystie St,40.72110063,-73.9919254,18537,Subscriber,1992,Male
1054,18,9/4/18 23:52,9/5/18 0:09,382,University Pl & E 14 St,40.73492695,-73.99200509,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,30474,Subscriber,1976,Male
727,12,9/4/18 23:52,9/5/18 0:04,351,Front St & Maiden Ln,40.70530954,-74.00612572,403,E 2 St & 2 Ave,40.72502876,-73.99069656,32448,Subscriber,1988,Male
1034,17,9/4/18 23:52,9/5/18 0:09,3588,Vernon Blvd & 10 St,40.7671863,-73.9373554,3605,31 Ave & Crescent St,40.7658346,-73.9265474,25750,Subscriber,1987,Male
1045,17,9/4/18 23:52,9/5/18 0:09,3588,Vernon Blvd & 10 St,40.7671863,-73.9373554,3605,31 Ave & Crescent St,40.7658346,-73.9265474,33754,Customer,1983,Male
1497,25,9/4/18 23:52,9/5/18 0:17,3168,Central Park West & W 85 St,40.78472675,-73.96961715,3285,W 87 St & Amsterdam Ave,40.78839,-73.9747,21086,Subscriber,1991,Male
977,16,9/4/18 23:52,9/5/18 0:08,325,E 19 St & 3 Ave,40.73624527,-73.98473765,303,Mercer St & Spring St,40.72362738,-73.99949601,30047,Subscriber,1992,Male
1218,20,9/4/18 23:52,9/5/18 0:12,3697,W 64 St & Thelonious Monk Circle,40.77515953,-73.98918696,3288,E 88 St & 1 Ave,40.778301,-73.9488134,33842,Subscriber,1988,Male
227,4,9/4/18 23:52,9/4/18 23:56,228,E 48 St & 3 Ave,40.7546011,-73.97187886,441,E 52 St & 2 Ave,40.756014,-73.967416,15337,Subscriber,1991,Male
201,3,9/4/18 23:52,9/4/18 23:56,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,345,W 13 St & 6 Ave,40.73649403,-73.99704374,30259,Subscriber,1984,Male
668,11,9/4/18 23:53,9/5/18 0:04,297,E 15 St & 3 Ave,40.734232,-73.986923,498,Broadway & W 32 St,40.74854862,-73.98808416,17020,Subscriber,1969,Male
657,11,9/4/18 23:53,9/5/18 0:04,458,11 Ave & W 27 St,40.751396,-74.005226,495,W 47 St & 10 Ave,40.76269882,-73.99301222,17797,Subscriber,1986,Male
650,11,9/4/18 23:53,9/5/18 0:04,297,E 15 St & 3 Ave,40.734232,-73.986923,498,Broadway & W 32 St,40.74854862,-73.98808416,28558,Subscriber,1971,Male
2698,45,9/4/18 23:53,9/5/18 0:38,3158,W 63 St & Broadway,40.77163851,-73.98261428,2003,1 Ave & E 18 St,40.73381219,-73.98054421,25020,Subscriber,1966,Female
1366,23,9/4/18 23:53,9/5/18 0:16,195,Liberty St & Broadway,40.70905623,-74.01043382,3435,Grand St & Elizabeth St,40.718822,-73.99596,32839,Subscriber,1987,Female
572,10,9/4/18 23:53,9/5/18 0:02,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,3115,India St & Manhattan Ave,40.73232194,-73.9550858,20513,Subscriber,1990,Female
290,5,9/4/18 23:53,9/4/18 23:58,532,S 5 Pl & S 5 St,40.710451,-73.960876,3092,Berry St & N 8 St,40.7190095,-73.95852515,16976,Subscriber,1978,Male
796,13,9/4/18 23:53,9/5/18 0:07,3553,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,3305,E 91 St & 2 Ave,40.7811223,-73.94965589,33895,Subscriber,1993,Female
2475,41,9/4/18 23:53,9/5/18 0:35,3158,W 63 St & Broadway,40.77163851,-73.98261428,2003,1 Ave & E 18 St,40.73381219,-73.98054421,34191,Subscriber,1994,Female
120,2,9/4/18 23:53,9/4/18 23:55,3453,Devoe St & Lorimer St,40.71335226,-73.94910336,3454,Leonard St & Maujer St,40.71036854,-73.94705951,19692,Subscriber,1991,Male
656,11,9/4/18 23:54,9/5/18 0:04,3127,9 St & 44 Rd,40.74966,-73.9521,3610,Vernon Blvd & 30 Rd,40.770845,-73.934171,32004,Subscriber,1990,Male
109,2,9/4/18 23:54,9/4/18 23:56,3288,E 88 St & 1 Ave,40.778301,-73.9488134,3305,E 91 St & 2 Ave,40.7811223,-73.94965589,34785,Subscriber,1979,Male
592,10,9/4/18 23:54,9/5/18 0:04,433,E 13 St & Avenue A,40.72955361,-73.98057249,528,2 Ave & E 31 St,40.74290902,-73.97706058,31414,Subscriber,1977,Male
233,4,9/4/18 23:54,9/4/18 23:58,509,9 Ave & W 22 St,40.7454973,-74.00197139,3472,W 15 St & 10 Ave,40.74275383,-74.00747359,31204,Subscriber,1961,Female
560,9,9/4/18 23:54,9/5/18 0:04,423,W 54 St & 9 Ave,40.76584941,-73.98690506,3134,3 Ave & E 62 St,40.76312584,-73.96526895,26073,Subscriber,1974,Male
1244,21,9/4/18 23:54,9/5/18 0:15,473,Rivington St & Chrystie St,40.72110063,-73.9919254,495,W 47 St & 10 Ave,40.76269882,-73.99301222,31165,Subscriber,1978,Male
441,7,9/4/18 23:54,9/5/18 0:02,308,St James Pl & Oliver St,40.71307916,-73.99851193,146,Hudson St & Reade St,40.71625008,-74.0091059,33886,Subscriber,1999,Male
2041,34,9/4/18 23:55,9/5/18 0:29,241,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,3347,Van Brunt St & Wolcott St,40.6773429,-74.01275056,33788,Subscriber,1985,Male
452,8,9/4/18 23:55,9/5/18 0:02,3320,Central Park West & W 100 St,40.79406661,-73.96286845,3552,W 113 St & Broadway,40.805973,-73.964928,32051,Customer,1990,Male
1459,24,9/4/18 23:55,9/5/18 0:19,3052,Lewis Ave & Madison St,40.686312,-73.935775,3354,3 St & Prospect Park West,40.668132,-73.97363831,17426,Subscriber,1979,Male
764,13,9/4/18 23:55,9/5/18 0:08,3459,E 53 St & 3 Ave,40.75763228,-73.96930575,267,Broadway & W 36 St,40.75097711,-73.98765428,25284,Subscriber,1964,Male
167,3,9/4/18 23:55,9/4/18 23:58,3617,28 Ave & 35 St,40.7671,-73.9169858,3666,32 St & 30 Ave,40.76642553,-73.92062902,32103,Subscriber,1987,Female
810,14,9/4/18 23:55,9/5/18 0:08,441,E 52 St & 2 Ave,40.756014,-73.967416,3699,W 50 St & 9 Ave,40.76360468,-73.98917958,18443,Customer,1969,Unknown
142,2,9/4/18 23:55,9/4/18 23:57,483,E 12 St & 3 Ave,40.73223272,-73.98889957,3263,Cooper Square & Astor Pl,40.72951496,-73.9907527,14537,Subscriber,1991,Male
520,9,9/4/18 23:55,9/5/18 0:04,334,W 20 St & 7 Ave,40.74238787,-73.99726235,519,Pershing Square North,40.751873,-73.977706,33865,Subscriber,1994,Female
192,3,9/4/18 23:55,9/4/18 23:58,3486,Schermerhorn St & Bond St,40.68841743,-73.98451656,3411,Bond St & Bergen St,40.6849668,-73.98620772,15446,Subscriber,1974,Male
357,6,9/4/18 23:55,9/5/18 0:01,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,531,Forsyth St & Broome St,40.71893904,-73.99266288,25634,Subscriber,1989,Male
611,10,9/4/18 23:55,9/5/18 0:06,477,W 41 St & 8 Ave,40.75640548,-73.9900262,513,W 56 St & 10 Ave,40.768254,-73.988639,27177,Subscriber,1986,Male
133,2,9/4/18 23:55,9/4/18 23:58,3570,35 Ave & 37 St,40.7557327,-73.9236611,3568,34 St & 35 Ave,40.7569332,-73.9262231,31089,Subscriber,1986,Male
954,16,9/4/18 23:55,9/5/18 0:11,3407,Union St & Nevins St,40.679098,-73.98765475,3056,Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,25846,Subscriber,1994,Female
511,9,9/4/18 23:55,9/5/18 0:04,391,Clark St & Henry St,40.69760127,-73.99344559,298,3 Ave & Schermerhorn St,40.68683208,-73.9796772,32061,Subscriber,1983,Male
1126,19,9/4/18 23:56,9/5/18 0:14,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,21042,Subscriber,1948,Male
2205,37,9/4/18 23:56,9/5/18 0:32,403,E 2 St & 2 Ave,40.72502876,-73.99069656,3574,Prospect Pl & Underhill Ave,40.6769694,-73.96579,18433,Customer,1969,Unknown
1082,18,9/4/18 23:56,9/5/18 0:14,293,Lafayette St & E 8 St,40.73020661,-73.99102628,3659,W 17 St & 9 Ave,40.74294892,-74.00413692,30209,Subscriber,1998,Male
657,11,9/4/18 23:56,9/5/18 0:07,3070,McKibbin St & Manhattan Ave,40.70510918,-73.94407279,389,Broadway & Berry St,40.71044554,-73.96525063,34015,Subscriber,1990,Male
180,3,9/4/18 23:56,9/4/18 23:59,3151,E 81 St & York Ave,40.7728384,-73.94989233,3156,E 72 St & York Ave,40.76663814,-73.95348296,32712,Subscriber,1993,Male
670,11,9/4/18 23:56,9/5/18 0:08,529,W 42 St & 8 Ave,40.7575699,-73.99098507,72,W 52 St & 11 Ave,40.76727216,-73.99392888,25484,Subscriber,1986,Male
795,13,9/4/18 23:57,9/5/18 0:10,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,3407,Union St & Nevins St,40.679098,-73.98765475,33784,Subscriber,1982,Male
